cell_type_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
pulmonary artery endothelial cell,1.7953126,0.118492834,1.1357709,0.18819313,4.5977435,1.4006697,1.6611899,3.3460455,0.011000648,0.11227818,3.3887722,0.0001684213,0.24627739,4.8761773,4.140598,0.0036946547,3.6162155,4.831792,0.006556526,1.8738322,1.8816268,0.10714967,7.212486,0.020220976,0.022565257,3.858436,3.5689638,0.05970549,0.045443863,2.736297,0.18312328,1.909083,0.009237879,0.0045949672,0.78692794,0.19822949,0.38017166,1.3752362,2.8895268,5.086681,0.056498136,5.3675356,0.3308569,0.002259894,0.09656081,0.06300491,1.5871158,0.0032639503,0.02712063,0.037086353,0.052847564,3.2421837,0.0071911197,0.0021314004,0.030953864,1.7431029,0.0021345099,1.0468297,4.667758,1.3513072,3.7260144,0.1528627,0.01810052,0.18719383,2.3820949,0.14388604,0.5670601,4.384805,0.06515646,4.364609,3.0426028,4.582016,0.008660608,0.021133125,3.2986968,5.4242167,0.03709951,3.584802,0.093925446,1.4611171,0.5618879,2.9216344,0.034848385,3.1181898,0.57984865,0.37223288,0.015155662,5.009353,3.3684175,0.32920694,0.013284989,0.9638467,0.34668702,0.82103765,3.9866402,2.5211887,2.5872195,2.2494853,2.9535947,2.2007828,0.57512265,0.23700044,0.006567823,6.359038,1.6259277,2.7425754,0.0050386526,0.0033091707,0.21587777,0.06940249,0.0033870188,0.025496766,3.3859453,0.10106688,5.109932,0.8257608,0.012741887,0.019873882,0.035880122,5.5798864,0.0258455,0.7627543,1.088126,1.0791881,5.4824204,1.0453637,0.23635983,0.021413723
pvalb GABAergic cortical interneuron,0.00915069,1.7220215,0.07424971,0.2001042,0.017281096,0.035210896,1.4256043,0.0844532,3.0031788,0.9002279,0.08917897,0.033598997,0.004322587,2.354989,0.100169145,0.005704182,1.5141493,2.8941698,0.18832965,0.81415755,0.6335753,2.6359267,0.7030375,0.7443241,2.0658233,1.6540848,0.005431533,0.12059598,0.5828096,0.5123772,0.023615522,0.9732712,0.003928315,0.1144601,1.3843081,0.17002796,0.37303123,2.3176918,1.1019242,3.655176,0.046526838,0.09473723,0.008465139,0.07901427,0.76227325,0.111564256,0.0072849244,0.43544206,0.0052720197,0.9825304,1.020815,1.4673698,1.418372,0.07341925,2.2293305,0.13095391,0.88055724,0.008517098,0.26324517,0.089748584,0.5805944,0.1900242,0.17241812,0.1780729,0.0041487426,1.9958909,1.7777938,1.3007826,1.5504441,0.009168062,0.20977284,0.16149653,1.8542937,0.08478972,1.6506046,0.2947278,0.058664605,0.082002535,1.2652934,1.455241,2.147808,0.29591203,0.7066836,0.65189403,0.023262614,0.40607736,0.042043693,0.19053514,1.1635355,0.104272805,2.0650709,0.2908055,0.39927003,1.6391164,0.025527498,0.28164595,0.9177675,0.94031274,0.86679286,2.361403,1.578923,0.027910061,0.86250323,0.0068832017,1.9370418,0.17499724,1.3846475,1.2476732,0.6731309,0.43218085,0.34995118,0.9242383,0.6713016,1.3973635,0.08385212,0.2084174,0.5924561,1.3321819,1.9289081,3.027898,1.838373,0.710653,0.096719354,0.23031692,0.13949993,0.061816167,0.2727215,1.5578474
regulatory T cell,1.9858626,0.89685094,3.249622,0.17908178,0.79978424,0.277623,1.3599498,1.1468287,0.6032998,0.28023142,1.4595166,0.84264654,0.9666385,0.499837,1.4705192,1.5096904,3.3371632,0.20104158,2.5010405,0.6107137,0.09880485,1.5933368,1.1218901,1.5119306,2.0933301,0.31703702,2.6639013,0.16567098,2.5430605,0.5518477,0.52083653,1.7108814,0.8786093,1.730884,0.26970196,1.0476669,0.8172635,0.055284444,0.6580821,1.0160398,0.8149311,0.07707775,0.6102784,0.16650485,0.16120796,1.3931874,0.12421769,0.238019,2.2715216,0.021050587,2.8786924,0.094808,0.7591151,0.051275842,0.20221703,0.46537593,1.1133733,0.7003991,0.85723066,0.99620545,1.55374,1.6860647,3.3194284,1.9261063,1.636832,1.667327,0.9509049,0.14241023,1.1504781,0.0643094,0.94467646,0.20630662,0.56095004,2.6298947,1.6031375,1.7617925,0.81062895,2.008092,2.519532,1.0099064,1.4267085,1.1746452,0.06273519,0.9988231,1.1568217,3.496261,0.6155845,0.70734036,2.9837344,1.7727323,0.510668,0.09110256,2.8448892,0.6116673,0.19676211,0.88470924,3.9229136,0.51882094,0.08663491,1.012759,0.7851439,0.1999829,2.8636084,1.5924714,0.7552898,0.25017053,0.21489482,1.6618338,0.42519587,0.10939234,0.42286706,0.6297426,1.0004289,0.33865175,1.2251171,2.3400912,2.743025,0.25900725,0.4233456,0.17501412,0.046538018,1.2122558,3.2205546,0.37046772,0.83850104,0.26262128,2.176811,0.11187173
renal interstitial pericyte,0.14512299,0.7650671,0.17524251,0.02405602,1.4647872,0.4340326,0.038075518,0.061058734,0.21408361,0.070848934,0.70304656,1.2493554,0.03827162,0.13208155,0.11171466,0.052744832,3.0704772,0.3132989,2.477342,0.07283768,0.21481411,2.898928,0.6802049,0.03906637,0.49607715,0.22237635,0.024062382,5.0456486,0.14959028,1.1848958,4.845762,0.038462497,0.036895044,0.08312482,2.6849804,0.060288426,0.45630312,0.37057403,0.036568314,6.640774,1.6296496,2.7151394,0.7043526,4.2997,6.370355,0.100405954,0.009484115,0.06696575,2.4893968,0.2833451,0.8357239,2.3746266,1.7026664,0.020237692,1.3913683,2.0668705,0.014865994,0.5186077,2.3005824,0.014386464,0.026213037,2.1948545,0.26313162,6.1371837,0.062453475,2.1797812,0.2121229,0.09086647,3.400907,2.6788747,1.9647462,1.6069887,0.808591,0.06638589,6.3054304,2.631139,3.4626293,0.7221343,0.06353161,2.6542099,0.63055485,2.3068361,0.18287578,3.2348897,0.2087345,0.008975478,0.1673131,4.2560263,0.25280103,5.8086586,6.049372,2.4241657,0.0084387865,0.04093021,0.020666298,0.49753082,3.781196,0.0405251,1.4176663,0.208165,0.001651653,4.803827,1.4022152,0.036499165,0.047647532,0.10125298,1.2959796,0.43345004,3.4451957,3.4709358,0.45775503,1.4306904,0.0038316147,0.051089417,0.13498692,3.8707008,4.803567,5.304944,2.1777594,4.8068047,1.9984825,0.18009254,0.024211584,0.44132614,3.0642972,0.020413741,0.045150608,0.429024
respiratory basal cell,1.0945513,1.6574951,0.3667809,0.8159038,0.04054299,0.052460615,0.947726,0.058698446,0.052648228,3.9188406,0.31157959,0.52848446,0.109249175,0.530897,0.13609187,1.4354798,0.0542868,1.3838621,0.2419118,2.8097608,3.0721452,0.0063506253,0.29389045,3.016674,3.653011,0.11910414,0.28236404,0.9121532,0.16111286,1.2795821,3.1470459,2.247009,0.9131073,1.7149321,0.75887525,0.88223517,0.124412596,1.8202676,1.4279033,0.4583372,2.0869703,3.0275261,2.023959,0.66994196,1.7702454,0.07638073,1.3931223,0.04082762,0.016277354,0.10290571,0.1758971,1.2261976,0.010356562,1.0323877,0.0640938,0.11761144,1.3150938,0.10717539,0.1151182,0.96363443,0.779247,0.06410292,2.9382014,1.1142936,1.0747771,2.8652406,0.24366689,0.12024371,2.3479078,0.17065325,0.076760516,0.17982003,0.05980013,0.32581484,3.2151146,0.023663774,1.3185483,0.8278929,0.48037115,0.17366724,2.3886676,0.45910844,0.09313596,0.52175456,3.2327979,0.21486345,2.0122464,0.9946229,0.1484424,0.09868946,0.90850514,0.1598721,0.37145218,1.0132385,2.2408931,0.11865754,1.4343629,2.048796,0.6151075,2.1621704,0.032091282,0.26457813,0.0369074,0.13027611,0.30875608,2.1599886,2.4094505,1.8925484,2.1108108,0.120120496,1.72034,2.1134071,1.4517137,0.48138687,1.5165071,1.2126681,0.45108226,0.0327944,0.025596594,1.9816769,0.38692203,0.18642408,0.25096297,0.97774506,1.5765382,3.7716684,0.075620934,0.17032355
respiratory hillock cell,4.3172774,0.377485,0.010009751,4.426074,0.29807734,0.02980354,3.8389394,4.0176625,0.63990945,0.035619114,0.2081229,1.0431358,0.44303408,1.9901614,0.21637963,4.4193063,0.19652024,8.320326,0.0048816474,4.3189807,0.057591174,0.0049487227,0.32239926,0.014476799,0.31010252,0.017892247,3.842036,0.99135524,0.21866533,3.9527998,0.024967248,3.6026466,0.06380042,0.020106677,0.8366192,0.009219527,0.80268914,0.159908,1.2794907,1.2244806,0.004784266,1.2266306,0.016407415,2.6105185,0.022130754,3.3028107,0.019241037,0.005742966,0.6952214,0.025468357,1.1972657,3.6550658,0.97537196,1.7337344,0.02905253,0.035022676,1.3327997,0.08695937,3.7399611,1.8039424,3.6617727,0.011246898,1.086992,0.2522111,0.028058713,5.1286325,0.0043115695,6.7427044,0.8326117,3.8664446,0.8846454,0.6345232,0.004643534,0.010853879,2.4333012,0.0052110157,0.03733499,3.7105052,0.007878243,2.1270146,0.012102828,3.739951,0.021090543,2.6991322,0.060949758,0.14997458,5.4462876,0.8632525,4.608999,0.14711145,0.010389237,4.706848,0.037027128,3.8890727,0.38316134,0.19423379,3.8947124,4.049185,0.16860448,4.7127132,0.046283584,0.008206559,1.1023915,3.804409,0.013132236,3.148699,1.5520343,0.04412864,0.050016582,0.04043909,6.8705235,0.37430444,1.9577284,3.9436,0.07209727,0.021290805,0.79840785,0.035634354,0.46435913,6.1905794,3.0018058,0.01700119,1.0962228,0.15367119,2.2548356,5.0282154,0.79393464,2.9634385
retina horizontal cell,0.66119134,0.08538731,0.414381,0.63896435,0.028739925,2.0239344,0.9908188,0.25584993,1.9789736,2.182976,0.021202074,0.37915,0.31664753,1.1108677,0.5686349,1.8988823,0.69278,0.021503717,4.9180307,0.5192258,0.03911364,0.09207751,0.1896386,4.460151,2.9570663,0.010130985,0.007288828,3.0434227,0.046042938,0.38817018,0.011489871,0.31144586,0.0475614,0.098467834,0.20910554,0.084553,0.6753603,0.10891801,1.1752241,0.048750393,2.7083793,2.1828454,2.4192538,2.597117,1.2463399,2.055825,3.225934,0.39582026,4.1160436,0.33875498,2.1356137,0.039655875,1.5856485,0.8023578,0.09204734,0.013965483,0.03439211,2.263509,1.4302363,0.03418168,0.25098217,0.16865101,2.3401167,0.6400142,1.846968,0.5169743,0.73787487,0.39657715,3.605645,2.3945963,0.08539197,0.042775862,0.08129948,0.052459877,0.6541096,0.24829015,1.5255669,0.1288686,0.0174819,0.25398606,3.40882,0.13867112,0.24953313,2.839206,0.94339293,0.14637381,0.4656402,2.089169,1.6590809,0.30174667,1.7757155,0.20918044,0.34443596,2.6641338,3.514097,0.077968225,0.28306442,2.5868955,1.7742642,0.30458447,0.007768118,3.356145,3.1875753,0.7102665,0.14718965,2.4893029,1.9195414,0.68533987,0.22795516,4.2968764,4.0198545,1.1972026,2.299689,4.999625,0.8017607,0.0063464423,0.01758696,0.09561246,0.040210087,2.3433118,0.6931248,0.08673478,2.2785962,1.5257232,1.068917,0.30658025,0.105577186,1.0293078
retinal cone cell,0.030367333,1.122805,0.5057207,0.050037052,0.81869626,1.3948716,0.0057431124,0.5702499,1.3570786,0.7264128,0.058211867,0.026712738,0.6301283,0.010652644,0.11819468,0.20037287,0.2845335,0.026968287,0.1672096,0.44627488,0.068598546,1.0985494,1.0840148,0.9007057,1.4038576,2.278705,0.0027409587,1.3379865,0.11574248,0.034074258,0.0048756367,0.025037829,3.0144262,0.14679539,0.4254158,0.77749515,3.1027277,0.9407645,0.038236514,0.6245625,0.30415514,2.7511494,0.5446526,1.8326893,4.0631814,0.24891803,0.03825657,0.013803951,0.3765194,3.2540927,0.0028777926,5.100377,1.398004,2.9920423,1.1895679,0.38448355,0.12710601,0.51589787,0.20088542,0.008177178,0.024448086,0.042859346,0.25161457,1.2445047,0.0044056,1.3885659,3.5859568,0.1278231,1.9835294,0.0020011833,0.04414454,0.4198938,0.68223083,4.450072,0.050486878,0.12296704,3.08743,0.30584905,0.25611535,0.002743283,0.07529359,0.09159789,3.1755261,1.656916,2.308219,0.020297715,0.49644262,0.07310153,0.047555603,0.35894954,0.81097656,0.270854,0.11616124,0.07836939,0.3371793,0.025517158,0.3405877,1.7155973,0.26745456,3.9975398,0.673937,0.14202979,1.2334518,0.310207,0.059722926,3.3743618,0.050376516,2.199175,0.61697185,5.0905843,0.037447404,0.33156058,2.0711029,0.12176866,2.352319,0.16904932,0.19984663,4.925718,0.00806436,3.5002227,2.286848,0.53507555,0.013124553,0.04133015,1.637594,0.0125539005,1.3659903,1.805412
retinal ganglion cell,0.2517603,0.064216584,0.03144109,4.1467156,0.22862199,0.17969927,3.3336635,1.2188826,2.3170645,0.025308354,0.027154433,1.8549913,0.033981312,0.11109713,3.7066302,0.04143061,1.657211,0.18468674,0.73705095,0.27309817,0.2778287,3.1594756,0.7975529,1.3522822,0.109754026,0.16742747,0.0022028072,0.80926585,0.8094582,0.31966376,0.52568525,0.012892085,0.1534944,0.44275954,0.059315477,2.9939787,0.031286962,1.6560863,0.0178721,0.65501094,1.7073121,0.3448511,0.6789249,1.9155011,0.12916295,0.29874897,0.34161344,0.019303147,0.024268802,2.5929537,1.1262735,0.5846921,1.1493151,0.27211297,0.041287653,0.5136955,0.11673607,0.07633451,0.20728143,2.4684548,1.091396,0.010749604,0.012484288,0.22113153,0.019312927,0.7300321,0.5463889,0.03461124,3.1093917,0.74765694,0.024965495,0.017918333,1.6211871,2.0859995,0.027460491,0.5251504,0.06979764,0.3065596,0.030457452,3.218386,0.016800197,0.013742039,3.2617986,2.5171921,0.11658286,0.047588088,0.07454213,0.3240948,0.031441253,1.2275064,1.2153225,0.49069554,0.2997094,0.6157076,0.107355416,1.0173326,0.9262458,0.062412597,1.353669,0.06387536,1.9811367,2.8381295,1.0649563,0.04062754,1.1824682,1.7152,0.2347302,0.08774128,0.0030502155,2.9145675,0.942914,2.5330665,0.47504684,3.2936637,3.318129,0.004349882,0.08754828,0.20619327,0.4470442,2.7463562,0.9733279,0.90222794,0.087057225,3.5455952,2.3217914,0.03483908,0.5498617,1.2787101
retinal rod cell,0.073487625,0.50751853,0.35897034,0.14780284,0.57907254,0.16336721,0.21777526,0.07073844,1.4634693,1.0289394,0.818123,0.08135743,1.6206921,3.0448713,1.3266064,0.105416946,0.14262442,0.114260234,0.356221,1.101437,0.294006,0.55345225,1.710216,0.66985816,0.9663787,0.11938586,0.089202724,1.0892497,0.03240366,0.25784564,0.025964791,0.15143299,0.7850835,0.2990572,0.50089645,0.88126016,0.49403298,1.4944406,0.8276119,0.99837,0.909746,2.1100612,0.37760207,0.17020595,0.09636091,1.7222463,1.0099891,0.20404625,0.58269024,1.4737378,0.107838556,0.08943054,1.807385,0.40877464,0.2796123,2.984694,1.955156,0.03893824,2.3358305,0.12942837,0.049795438,0.17124112,0.12983152,0.07087359,0.15240613,0.7100301,0.6503047,1.2640224,1.1800327,0.778692,0.0070060813,0.099850565,0.9264314,0.17353427,0.06455967,0.20651244,0.04932553,0.2070133,0.1661877,0.04980449,0.1720713,0.1849179,2.102761,1.085788,0.14017104,0.047804326,0.14327504,0.100327015,0.21195656,0.26441088,1.354101,0.90890247,0.27229056,0.38495976,0.13790826,1.0959171,0.67271,2.5340261,0.8677197,0.5678441,0.5574162,0.6530411,0.44974747,0.34856206,0.096852876,0.2885093,0.29459113,0.35273346,1.1855638,1.3764752,0.14172076,0.7182359,1.0407118,1.6276405,2.448198,0.010036884,1.0603533,0.34552753,1.7211798,3.064491,1.3973062,0.13191284,0.07969001,0.101192005,0.31044403,0.082915746,0.47118726,1.5689375
smooth muscle cell,0.15947795,1.4323415,0.4435305,1.6365277,0.4581525,2.542546,0.005458136,2.0632787,0.59317946,2.175308,0.03465085,0.25076795,0.114157,0.06938595,0.7002017,0.054313224,0.65437204,3.334217,2.1680462,3.157266,0.6397346,0.65263855,1.1502198,0.18996023,0.05278005,3.9553425,3.362064,0.57169944,0.004525023,1.4789408,0.77840304,0.100289375,3.9342327,4.36391,0.020843318,0.3849278,0.8032638,0.09927806,0.108694784,0.18574874,0.2572217,1.9259008,3.1225715,2.9849515,1.4122052,0.053383134,0.04435517,1.695881,3.0485156,0.06993388,0.9007858,0.46578178,0.0670813,0.039358545,2.403413,0.21381754,0.040583093,1.1536611,1.908273,0.029949686,0.049944974,0.61577225,2.3381798,0.06454571,0.263843,2.4876623,0.2317635,0.057774678,3.9115467,0.14514078,2.219039,0.20171572,3.292627,0.67322344,1.9539074,0.005226365,0.71464187,0.4064792,0.042791415,0.035307877,0.24490276,0.6770263,2.6635144,0.5701381,1.5359291,0.018672587,0.04436359,0.34018117,0.42234057,1.17124,2.5697153,0.1606684,0.036581032,0.07100316,0.06271547,2.4874399,1.3157626,2.3083014,3.2189364,2.3407986,0.6108837,0.08398235,0.24519603,0.08636494,0.051725294,0.2002859,0.044423714,2.3040595,5.0879908,0.16664925,2.0977054,0.054647677,0.024641046,0.07791328,2.2081647,4.311632,1.2097629,3.4891102,0.8268834,4.26319,4.2191443,1.7343003,0.052625723,0.27055687,0.6943963,0.8284819,0.015955068,0.83060324
sncg GABAergic cortical interneuron,0.0058283946,0.50269043,3.1003547,0.12416983,3.0649705,2.372707,0.04428678,0.008013267,0.31362012,0.3685766,1.486021,0.37273082,2.5822449,0.017701827,0.027401883,0.0060228016,0.35009918,1.4311323,0.09379783,2.9017594,0.34854954,0.48971358,0.10840606,0.04872096,0.93035007,1.1162003,0.00489152,2.961935,2.3272672,0.13567878,1.3617599,0.047181707,0.039958667,1.9626018,3.3793101,2.6937568,3.9070206,0.056865435,0.03421514,1.3525511,0.41648042,4.135822,0.026972014,1.3023044,3.518596,3.395094,0.08588585,0.15149984,0.450984,0.27730656,0.019418934,0.6438177,2.8786628,1.8591592,0.01676119,1.0087765,0.008910944,0.028166248,0.0087133795,0.11635761,0.2519703,1.3833219,0.3521771,2.6606069,0.0066110874,0.5787343,0.5811083,0.034037903,0.38262185,0.12953986,0.089947976,0.41888797,0.014409867,2.3038507,1.5108738,0.47874308,4.02778,0.08891579,2.840254,2.2365835,0.029839309,0.0054039867,0.76928765,1.0023319,1.693747,3.1727903,3.1878343,0.8566167,0.0070929993,1.3517587,0.4058837,1.1039228,0.19980691,0.03632505,2.840482,1.1597216,5.004799,0.055477515,0.005177315,1.2529501,0.023525845,1.1668552,2.7741692,0.005856633,0.02567206,2.2318218,0.2533652,0.60182023,0.9647291,2.5704782,0.2699184,0.18548559,1.5148727,0.613363,1.0786847,3.0739253,3.1910012,2.1243482,0.4008579,3.4872565,2.624894,0.11783705,0.8385783,0.04937968,0.08507627,0.051244054,1.4399161,0.34620893
sst GABAergic cortical interneuron,0.12015039,1.432152,0.05412599,0.22154754,0.050981317,0.059872713,0.0808387,0.048442543,0.9061988,1.7840383,2.775729,0.17302963,0.013881242,0.07627387,1.3135556,0.0104072895,1.4631153,3.5534956,0.327263,2.58522,0.3679628,0.038623396,3.1649134,2.3058383,1.2281772,2.3845143,0.04940025,0.0025442732,0.026019039,0.112537116,0.051235,0.10208343,0.01569874,0.24975075,0.13407598,2.372818,1.3720086,1.0949318,0.8138324,0.095785365,2.8648767,0.26854947,0.013247991,0.33355594,0.5290594,0.030096289,2.9502227,0.09737679,0.1205185,0.018891871,0.47096092,0.34699702,0.5287557,0.66076964,0.08468115,0.15676087,0.042216867,0.13120958,0.0071960315,1.9636037,0.49890333,1.0611391,1.1606787,0.07779837,0.46844456,0.0228644,0.83134013,0.051913083,0.9575471,0.06603896,1.3987023,0.12008728,0.046942223,0.8282791,0.07534942,0.4258556,0.5325123,0.09586907,0.6275031,1.4859838,0.016856132,0.0836881,1.4600934,1.2781868,2.1258936,0.695966,0.3206397,0.268372,0.8134662,0.010138973,1.201692,0.03203396,2.1508913,1.3059521,0.73226726,2.1185398,1.3060122,0.11887328,0.48134384,0.68463933,2.1879113,0.08525686,4.500146,0.038479876,0.14035226,2.8355536,2.4428449,1.4063231,0.14198925,1.7407541,0.070496224,0.4188122,0.47211465,2.1796768,0.6189922,0.39148712,0.098451614,1.4662123,0.07791454,3.5733984,0.34326017,0.34213004,0.32781243,3.7410676,0.697808,0.2940799,1.9042387,0.49965948
tracheal goblet cell,3.2302525,0.009532544,0.01656563,0.9334069,0.21611756,0.20542869,0.1322152,1.4263736,0.09600695,0.48435417,0.039884306,1.2742927,0.014872581,0.11605289,2.0995054,1.3208563,0.1933859,3.6973765,0.19320422,0.037184693,0.097592734,0.24390846,2.0097897,0.03161891,0.19171906,0.5804798,1.9914224,0.011933444,0.12337582,0.23946513,3.3519695,0.10432437,0.04813633,0.7363032,0.3414023,0.11343156,0.022565935,0.103221506,0.051108826,0.14090388,0.48683956,0.049083598,0.058593165,0.17246044,1.364538,0.71338904,0.029036323,2.9290874,0.71913415,0.30424055,2.6855688,3.2634752,0.1258948,1.7470345,1.0202307,1.3406473,0.025834715,1.2167913,0.19875985,1.7030556,0.5936774,0.08480552,0.4830515,0.69036484,0.63296556,0.064659014,0.38315606,0.15910128,3.9650724,0.08032992,1.7704036,0.92335665,2.6956093,1.5552027,1.9543188,0.2659401,0.010057967,0.13757709,0.9315702,2.9842334,0.2305576,2.155242,1.6709802,0.09567189,0.10851731,0.7113069,1.0105369,0.85665953,1.420112,1.1827278,1.245423,0.9170048,1.448843,1.2253519,0.064968854,0.13200618,1.5989239,0.045603286,3.5969577,0.077790245,1.5452194,0.8595483,1.2472311,0.035873707,2.3186533,0.014947462,2.0514581,2.8292024,0.15607408,1.5806422,3.6077669,0.9408269,0.3121322,2.6328795,0.082306236,0.517402,1.7929102,2.1924422,1.673127,2.1685677,0.12197514,1.3153783,0.45000586,3.1360216,0.07015121,0.063858464,0.08960197,0.31490844
tracheobronchial smooth muscle cell,0.36990926,4.66303,0.005681242,1.3078984,0.38014066,2.4317052,0.12727296,0.043577675,0.016964938,1.2321024,0.34165162,3.731214,3.032084,2.3014562,0.8003329,0.014342579,4.6973767,1.5632974,0.07255403,5.7028728,0.034767326,1.4831665,3.1420815,1.8778989,0.55067074,0.14304706,1.8193178,1.3681363,1.79922,4.650338,0.44320735,0.0067284196,0.30133986,0.4711728,0.02535297,0.7018696,2.344833,0.03147268,0.029526854,0.050359357,0.7228219,2.8719587,0.5152599,3.5950484,0.58895063,0.79450005,0.50248164,0.0024466878,0.1638312,0.011138582,0.076490775,0.22650464,0.005237381,0.006786831,0.07939124,1.1462132,0.16590263,0.14207168,1.066322,0.07199204,0.7965426,3.6893253,3.6596866,3.2624512,3.8396897,0.2947022,0.7424172,0.020723628,3.2510414,4.5365663,1.3537508,0.31395605,0.026751254,0.00422274,1.0710676,0.79535526,2.4904342,6.592413,0.027858453,0.8715936,0.16950195,4.3677373,0.4177412,2.612019,2.8523324,0.007443479,0.24072763,0.9227311,2.508402,2.8580298,3.5171373,0.94129145,0.010774242,0.2743944,0.23458867,4.653547,1.2525483,0.13703062,0.018711818,0.92795074,0.2208851,0.33418167,1.3201109,0.30446842,0.020279959,2.584401,1.4357979,0.02794505,0.9115616,0.01177146,3.889336,0.4878907,0.034016736,0.07477187,3.435084,0.38759065,4.7350225,0.015876332,1.5582608,6.3840556,2.3169398,1.5943574,0.71949446,0.03199328,3.914968,6.5637875,0.21664976,1.4739021
transitional stage B cell,0.0062945616,1.3396658,3.288602,0.58635306,0.08446791,0.8829177,0.72550577,0.07123633,4.0995197,3.816787,1.5636308,0.051955715,2.873478,0.0044438825,0.007859474,0.30663246,1.4035839,1.0124754,2.4758391,0.08048902,1.3769298,0.011357975,0.86072654,0.62297285,0.04952551,0.33501908,2.7820399,2.9475856,0.018742837,0.008238705,2.300349,1.0450183,0.23749673,4.342684,2.0329964,0.006882133,3.2984948,0.0064834943,0.8195116,0.006682165,2.4393475,0.04371283,1.7398334,0.15109575,0.060966298,1.3011978,0.46726295,0.025106957,0.39499462,0.007824422,1.0430081,0.0036184776,2.170447,0.015414076,2.0330307,0.2158889,0.101075366,0.5762558,2.8205683,0.17848815,0.3287235,2.9556422,0.031744022,0.012217005,0.48381546,1.9850775,0.27810934,0.114984386,0.062394843,0.8943924,0.08055836,5.2807016,0.65924054,0.12537882,1.7361586,0.4848841,0.057022296,1.2292114,0.3225626,0.0032604751,0.3988062,0.10393927,3.6989005,1.2728938,0.030502921,4.280178,0.088959165,0.20923625,0.7268554,2.6777344,0.06610107,0.025793342,1.4088415,1.0690236,0.016506376,0.6450697,0.005102798,5.0426517,0.09206678,1.093405,0.011875839,1.6901903,0.8750649,0.009964665,0.0031106772,0.0052331705,1.0120558,1.8536326,1.7589048,0.053888686,0.08597764,0.021374146,0.0025334503,4.854324,4.408207,3.123553,2.2880726,0.0140476255,0.7457358,0.8271809,0.0111200465,1.6703695,1.0030373,0.06592205,0.98202896,1.3229427,0.074591905,0.009173636
